classe,page,de,en
7,160,"Anstecknadel, Button",badge
7,160,Ballon,balloon
7,160,Pflanze,plant
7,160,"Kosten, Preis",cost
7,160,Euro,euro (€)
7,160,"Gesamtbetrag, Summe",total
7,160,pro Ballon,per balloon
7,160,"Gewinn, Profit",profit
7,160,sich umschauen (in),look around
7,160,Mehl,flour
7,160,(zer)brechen,break
7,160,brach,broke
7,160,gebrochen,broken
7,160,Ei,egg
7,160,beeindruckt,impressed
7,160,"mit 16, im Alter von 16",at 16
7,160,sich (hin)setzen,sit down
7,160,saß,sat
7,160,Großvater,grandfather
7,160,negativ,negative
7,160,genug,enough
7,160,"meinen, sagen wollen","mean, meant, meant"
7,160,"schicken: sie schickten, sie haben geschickt",send: they sent
7,160,nan,ChatGPT fragen
