classe,page,de,en
7,164,Socke,sock
7,164,Dudelsack,bagpipes (pl)
7,164,Gespenst,ghost
7,164,existieren,exist
7,164,"hinunter, runter, nach unten",down
7,164,winken,wave
7,164,landen,land
7,164,"mieten, leihen",hire
7,164,Führerschein,driving licence
7,164,"meine, meiner, meins",mine
7,164,hupen,hoot
7,164,glücklicherweise,luckily
7,164,Finger,finger
7,164,Ruine,ruin (oft pl: ruins)
7,164,Parkplatz,car park
7,164,"eng, schmal",narrow
7,164,"deiner, deine, deins; eurer, eure, eures",yours
7,164,auch nicht,not ... either
7,164,da drüben; da hinüber,over there
7,164,Akzent,accent
7,164,fliegen,"fly (flew, flown)"
7,164,Stolz,pride
7,164,geboren,born
7,164,E-Bass,bass guitar
7,164,einen Text überfliegen (um den Inhalt grob zu erfassen),skim a text
7,164,Region,region
7,164,Salz,salt
7,164,Zucker,sugar
7,164,nan,ChatGPT fragen
