classe,page,de,en
7,159,möglich,possible
7,159,Sohn,son
7,159,"(mit)bringen; er brachte (mit), er hat (mit)gebracht",bring; he brought
7,159,gegen,against
7,159,Mit freundlichen Grüßen (Briefschluss),Yours sincerely
7,159,weniger,less
7,159,usw. (und so weiter),etc. (aus dem Lateinischen)
7,159,Welche Art/Sorte (von) …?,What sort of …?
7,159,Geld verdienen,"make money, made, made"
7,159,"Keks, Plätzchen",biscuit
7,159,Müsliriegel,cereal bar
7,159,Energie,energy
7,159,"etwas gut können, gut sein in etwas",be good at sth.
7,159,Anrede für Lehrerin in GB,Miss
7,159,aktiv,active
7,159,Trimester,term
7,159,Verkäufer/in,salesperson / salespeople
7,159,ernst(haft),serious
7,159,hören; ich habe gehört,hear; I’ve heard
7,159,Wettbewerb,competition
7,159,"an etwas teilnehmen, bei etwas mitmachen","take part in sth.; took, taken"
7,159,Information(en) (über),information (about) (no pl)
7,159,"das meiste Geld, am meisten Geld",the most money
7,159,im Fernsehen,on TV
7,159,die USA (= die Vereinigten Staaten von Amerika),the USA
