classe,page,de,en
7,152,auch,also
7,152,etwas tun dürfen,be allowed to do sth.
7,152,Kultur,culture
7,152,griechisch; Griechisch; Grieche/Griechin,Greek
7,152,"irisch, aus Irland",Irish
7,152,"schottisch, aus Schottland",Scottish
7,152,erstaunlich,amazing
7,152,vor zwei Jahren,two years ago
7,152,sein Fußball / ihr Fußball,its football
7,152,"Anzeige, Werbung",advert
7,152,"schlau, klug",clever
7,152,rufen; nennen; anrufen,call
7,152,"jemand, der sich sehr stark für etwas begeistert (und manchmal von anderen deswegen belächelt wird)",geek
7,152,Museum,museum
7,152,"natürlich, Natur-",natural
7,152,Naturkunde,natural history
7,152,Dinosaurier,dinosaur
7,152,antworten; beantworten,answer
7,152,"Katastrophe, Unglück",disaster
7,152,"beginnen, anfangen",begin (began)
