classe,page,de,en
7,163,wunderschön,beautiful
7,163,Viel Vergnügen! / Viel Spaß!,Enjoy yourself/yourselves.
7,163,Frühstückspension; Zimmer mit Frühstück,bed and breakfast (B&B)
7,163,"unterrichten, lehren","teach, taught, taught"
7,163,kalt werden,"get cold, got, got"
7,163,Bedient euch! / Greift zu!,Help yourselves.
7,163,Ausstellung,exhibition
7,163,Gast,guest
7,163,Zweibettzimmer,twin room
7,163,Einzelzimmer,single room
7,163,Wasserkocher (elektrisch),kettle
7,163,trocken,dry
7,163,Mantel; Jacke,coat
7,163,"kanadisch, aus Kanada; Kanadier/in",Canadian
7,163,"buchen, reservieren",book
7,163,bestätigen,confirm
7,163,Reservierung,reservation
7,163,Wegbeschreibung(en),directions (pl)
7,163,einfach; nur; bloß,just
7,163,Messer,"knife, pl knives"
