classe,page,de,en
7,153,Sicherheit,security
7,153,als Nächstes,next
7,153,trinken,"drink (drank, drunk)"
7,153,"treten, schießen",kick
7,153,Idiot/in,idiot
7,153,behalten,"keep (kept, kept)"
7,153,laut,loud
7,153,Polizei,police
7,153,fantastisch,like a million dollars
7,153,"schließlich, endlich",at last
7,153,Erdbeben,earthquake
7,153,insbesondere,especially
7,153,belebt; verkehrsreich,busy
7,153,weit,far
7,153,Flugzeug,plane
7,153,Verkehrsmittel; Transport(wesen),transport
7,153,Arbeiter/in; Arbeitskraft,worker
7,153,Welt,world
7,153,Taucher/in,diver
7,153,Sonne,sun
7,153,Postkarte,postcard
7,153,Verschwendung,waste
7,153,verschwenden,(to) waste
7,153,Geld ausgeben (für); Zeit verbringen (mit),spend money/time (spent)
7,153,viele(viel),a lot of
