classe,page,de,en
7,158,Fragebogen,questionnaire
7,158,"reiten: ich ritt, ich bin geritten; (Rad) fahren: ich fuhr (Rad), ich bin (Rad) gefahren","ride: I rode, I’ve ridden"
7,158,umziehen (an einen neuen Wohnort),move house
7,158,einmal,once
7,158,zweimal,twice
7,158,Person,person
7,158,China,China
7,158,Schiff,ship
7,158,"Sklave, Sklavin",slave
7,158,Europa,Europe
7,158,Amerika,America
7,158,Australien,Australia
7,158,verkaufen,"sell, sold, sold"
7,158,"Packung, Päckchen",packet (of)
7,158,kosten,"cost, cost, cost"
7,158,Fahrrad,bicycle
7,158,Rücken; Rückseite,back
7,158,Schokoriegel,chocolate bar
7,158,immer mehr,more and more
7,158,so viel wie,as much as
7,158,nan,ChatGPT fragen
