classe,page,de,en
7,161,"repräsentieren, vertreten",represent
7,161,fantastisch,fantastic
7,161,nützlich,useful
7,161,unterstreichen,underline
7,161,Tatsache; Information,fact
7,161,Aufgabe,task
7,161,Meinung,opinion
7,161,Kommentar,comment
7,161,aus vielen Gründen,for lots of reasons
7,161,meiner Meinung nach,in my opinion
7,161,Vorbild,role model
7,161,(das) Boxen,boxing
7,161,olympisch,Olympic
7,161,"sogar, selbst",even
7,161,gewalttätig; gewaltsam,violent
7,161,kämpfen,fight – fought – fought
7,161,"etwas lieber mögen als etwas, etwas einer Sache vorziehen",prefer sth. to sth.
7,161,stark,strong
7,161,"Auf die Plätze, fertig, los!",Get ready. Steady. Go!
7,161,"bereit, fertig",ready
7,161,"ich glaube, ich nehme an",I guess
7,161,"Botschaft, Aussage",message
7,161,"Langeweile haben, gelangweilt sein",(to) be bored
7,161,springen; (vor Schreck) zusammenzucken,jump
7,161,nan,ChatGPT fragen
