classe,page,de,en
8,170,Regierung; Regierungs-,government
8,170,Feder (eines Vogels),feather
8,170,(Schul-/Studien-)Abschluss; (Schul-/Studien-)Abschlussfeier,graduation
8,170,zu einer Geldstrafe verurteilen,fine (verb)
8,170,Geldstrafe,fine (noun)
8,170,"Hut, Mütze, Kappe",cap
8,170,Erbe,heritage
8,170,Mitglied,member
8,170,Umfrage,survey
8,170,"produzieren, herstellen; hervorbringen, ergeben (Resultat)",produce
8,170,Abstimmung; Stimme (bei Abstimmungen/Wahlen),vote
8,170,"wissen; ich wusste, ich habe gewusst",know: I knew
8,170,Trompete,trumpet
8,170,"Umzug, Prozession",parade
8,170,Das hoffe ich.,I hope so.
8,170,"auf uns zu, in unsere Richtung",towards us
8,170,Seite,side
8,170,Soldat/in,soldier
8,170,sauber,clean
8,170,stehlen,"steal (stole, stolen)"
8,170,"etwas tun können, in der Lage sein etwas zu tun",be able to do sth.
8,170,stinken,"stink (stank, stunk)"
8,170,reparieren,repair
8,170,nan,ChatGPT fragen
