classe,page,de,en
8,158,tausend,thousand
8,158,Russland,Russia
8,158,"Russe/Russin, russisch, Russisch",Russian
8,158,"(Aus-)Sicht, (Aus-)Blick (auf, über)",view (of)
8,158,"Fußweg, Laufgang",walkway
8,158,"oben; über, oberhalb (von)",above
8,158,(Straßen-)Verkehr,traffic
8,158,(er)bauen,"build, built, built"
8,158,kleine Terrasse vor der Tür,stoop (AE)
8,158,"Stimmung, Laune",mood
8,158,alles,everything
8,158,z.B. (= zum Beispiel),e.g.
8,158,"Schritt, Stufe",step
8,158,"Einleitung (zu), Einführung (in)",introduction (to)
8,158,Asiate/Asiatin; asiatisch,Asian
8,158,Freundschaft,friendship
8,158,(Basketball-)Platz,(basketball) court
8,158,(aus einem Auto) aussteigen,get out (of a car)
8,158,"Übung, Training",practice
8,158,nan,ChatGPT fragen
