classe,page,de,en
8,163,Dose,can
8,163,Bier,beer
8,163,Korridor,corridor
8,163,"Farbe, Lack",paint
8,163,Stil,style
8,163,"sie hatten gemacht, hergestellt",they had made
8,163,"Kerl, Typ",guy (infml)
8,163,verrückt,crazy
8,163,verrückt werden,go crazy / went / gone
8,163,mit Farbe besprühen,spray-paint
8,163,angeben (prahlen),show off / showed / shown
8,163,"Freund/in, Kumpel","buddy, pl buddies (infml)"
8,163,"gemeinnützige Arbeit, Sozialdienst",community service
8,163,"buhen, Buh rufen",boo
8,163,"applaudieren, klatschen",clap
8,163,nachdem,after
8,163,"Durchsage, Ansage; Bekanntgabe, Ankündigung",announcement
8,163,Situation,situation
8,163,Denkmal (für jn./etwas),memorial (to sb./sth.)
8,163,Ausschau halten nach,look out for
8,163,Hoffnung,hope
8,163,Punkt,point
8,163,Erstens ...,"Firstly, ..."
8,163,Zweitens ...,"Secondly, ..."
8,163,Drittens ...,"Thirdly, ..."
8,163,"sich anziehen, sich kleiden",dress
8,163,Einerseits ...,On the one hand ...
8,163,Andererseits ...,On the other hand ...
8,163,"sich verletzen, verletzt sein",get hurt / be hurt
8,163,verletzen; wehtun,hurt / hurt / hurt
8,163,nan,ChatGPT fragen
