classe,page,de,en
8,159,einen Punkt / ein Tor / einen Treffer erzielen,score
8,159,"fast, beinahe",nearly
8,159,einschlafen,fall asleep
8,159,schlafen,be asleep
8,159,nirgendwo(hin),nowhere
8,159,Routine,routine
8,159,"(Über-)Prüfung, Kontrolle",check
8,159,es hilft vielleicht; es könnte (vielleicht) helfen,it might help
8,159,nach vorne; vorwärts,forward
8,159,"Gelegenheit, Möglichkeit, Chance",chance
8,159,Wen interessiert das? / Was soll's? / Na und?,Who cares?
8,159,schlagen; treffen; prallen gegen,"hit (hit, hit)"
8,159,Trainer/in,coach
8,159,beide(s),both
8,159,sich umdrehen,turn
8,159,"als, während",as
8,159,"Turnhalle, Sporthalle",gym
8,159,Entfernung,distance
8,159,(allmählich) werden; wachsen,"grow (grew, grown)"
8,159,höflich,polite
8,159,sich fragen; gern wissen wollen,wonder
