classe,page,de,en
8,165,unterwegs,on the road
8,165,Kalifornien,California
8,165,"kalifornisch, aus Kalifornien; Kalifornier/in",Californian
8,165,"Herausforderung, Aufgabe",challenge
8,165,Ozean,ocean
8,165,Küste,coast
8,165,zentral,central
8,165,Tal,valley
8,165,Industrie,industry
8,165,Zaun,fence
8,165,Grenze,border
8,165,Mexiko,Mexico
8,165,mexikanisch; Mexikaner/in,Mexican
8,165,"Bild, Abbild; Vorstellung",image
8,165,ein/e Alleinerziehende/r,a single parent
8,165,"unglücklicherweise, leider",unfortunately
8,165,Arbeitsplätze wurden abgebaut,jobs were cut
8,165,Teller,plate
8,165,Geschäft,store (AE)
8,165,"Teilzeitjob, Teilzeitstelle",part-time job
8,165,nan,ChatGPT fragen
