classe,page,de,en
8,168,Zwiebel,onion
8,168,Bohne,bean
8,168,"Diagramm, Tabelle",chart
8,168,"Bevölkerung, Einwohner(zahl)",population
8,168,"Anteil, Prozentsatz",percentage
8,168,Prozent,per cent
8,168,afroamerikanisch; Afroamerikaner/in,African American
8,168,"Titel, Überschrift",title
8,168,Linie; Reihe,line
8,168,"fallen, sinken",go down
8,168,(an)steigen,go up
8,168,Liebe,love
8,168,Kriminalität; Verbrechen,crime
8,168,"Bühnenbild, (Film-)Kulisse",(film) set
8,168,Kostüm,costume
8,168,"tragen; sie wurden getragen (Kostüme, Kleidung)",wear: they were worn
8,168,"elektrisch, Elektro-",electric
8,168,"Reiseleiter/in, Fremdenführer/in; Reiseführer (Buch)",guide
8,168,Schlagzeile,headline
8,168,"Wanderer, Wanderin",hiker
8,168,"erforschen, erkunden",explore
8,168,Gold,gold
8,168,"Unternehmen, Firma",company
8,168,gründen,found
8,168,nan,ChatGPT fragen
