classe,page,de,en
8,169,bedeuten,"mean, meant, meant"
8,169,Bedeutung,meaning
8,169,groß,large
8,169,Vergangenheit,past
8,169,auf dem Feld,in the field
8,169,Baumwolle,cotton
8,169,"Hurrikan, Orkan",hurricane
8,169,Sturm; Gewitter,storm
8,169,"töten, umbringen",kill
8,169,extrem,extreme
8,169,fünfzehnjähriges Mädchen,fifteen-year-old girl
8,169,um Guntersville herum,around Guntersville
8,169,"(das) Fischen, Angeln",fishing
8,169,"(das) Jagen, (die) Jagd",hunting
8,169,"einfach, simpel",simple
8,169,soziales Netzwerk,social network
8,169,"gesellschaftlich, sozial",social
8,169,"sich fortbewegen, herumkommen",get around
8,169,"im Moment, gerade",at the moment
8,169,Moment,moment
8,169,ich kann alleine fahren,I can drive on my own
8,169,Radio,radio
8,169,Indianer/in,Indian
8,169,"Gebiet, Gegend",area
8,169,(Ehe-)Frau,"wife, pl wives"
8,169,zu Fuß,on foot
8,169,Fuß,"foot, pl feet"
8,169,nan,ChatGPT fragen
