classe,page,de,en
8,164,etwas zusammenfassen,sum sth. up
8,164,respektieren; Respekt,respect
8,164,Mit freundlichen Grüßen (Briefschluss),Yours faithfully
8,164,Haupt-,main
8,164,ziemlich,quite
8,164,(Text-)Abschnitt,paragraph
8,164,vergleichen,compare
8,164,Handy,cell phone (AE)
8,164,unten; unter(halb von),below
8,164,Fußball,soccer
8,164,"sich entscheiden, beschließen",decide
8,164,diskutieren (über),discuss
8,164,Thema,topic
8,164,"Freiwilligentätigkeit, ehrenamtliches Arbeiten",volunteering
8,164,"aufheben (vom Boden), wegräumen",pick up
8,164,Tipp,tip (noun)
8,164,"sich (zu) sehr bemühen, es (zu) sehr versuchen",try (too) hard
8,164,riskant,risky
8,164,sich cool geben,play it cool (inform)
8,164,Politik,politics
8,164,nan,ChatGPT fragen
