classe,page,de,en
8,171,positiv,positive
8,171,"einschließlich, inklusive",including
8,171,"(etwas) schaffen, (es) schaffen (etwas zu tun)",manage (sth. / to do sth.)
8,171,Nummer (Teil z. B. einer Tanz-Aufführung),routine
8,171,marschieren,march
8,171,(Menschen-)Menge,crowd
8,171,"jubeln, (Sportler/innen) anfeuern",cheer
8,171,Verkäufer/in,(shop) assistant
8,171,(an)dauern,last
8,171,sympathisch,likeable
8,171,fleißig,hard-working
8,171,"hilfreich, nützlich; hilfsbereit",helpful
8,171,Vollzeit(-),full-time
8,171,kinderlieb,child-loving
8,171,liebenswert,loveable
8,171,stressig,stressful
8,171,leicht; hell,light
8,171,unvergesslich,unforgettable
8,171,"angenehm, schön",enjoyable
8,171,"Erfahrung, Erlebnis",experience
8,171,lange arbeiten,long work hours
8,171,"Recht, Gesetz",law
8,171,Vorteil (gegenüber),advantage (over)
8,171,am Arbeitsplatz,on the job
8,171,nan,ChatGPT fragen
