classe,page,de,en
8,166,"halbe(r, s), Halb-",half
8,166,"Cousin, Cousine",cousin
8,166,(Geld) verdienen,earn (money)
8,166,gut miteinander auskommen,get on well together
8,166,über die Brücke,over the bridge
8,166,Gefängnis,prison
8,166,(See-)Löwe,(sea) lion
8,166,"Autobahn, Fernstraße (USA)",highway (AE)
8,166,Wal,whale
8,166,"Anfang, Beginn",start
8,166,(be)merken,notice
8,166,Pelikan,pelican
8,166,außerhalb eines Zoos,outside (of) a zoo
8,166,Achterbahn,roller coaster
8,166,aus etwas (gemacht) sein,be made of
8,166,Autobahn,motorway
8,166,riesig,huge
8,166,nan,ChatGPT fragen
