classe,page,de,en
8,162,Tanz(veranstaltung),dance
8,162,Halle; Saal,hall
8,162,Vertrag,contract
8,162,"Kreuzfahrt, Schiffsreise",cruise
8,162,Blume,flower
8,162,"mieten, leihen",rent
8,162,"Straßenkreuzer, Limousine",limo (limousine)
8,162,"ganze(r, s)",whole
8,162,sich betrinken,get drunk
8,162,betrunken sein,be drunk
8,162,unterschreiben,sign
8,162,versprechen,promise
8,162,Alkohol,alcohol
8,162,"Droge, Rauschgift; Arzneimittel",drug
8,162,über / mehr als 300,over 300
8,162,"singen: ich sang, ich habe gesungen",sing: I’ve sung
8,162,Hölle,hell
8,162,"verdammt nervös, furchtbar nervös",nervous as hell
8,162,"schlechter, schlimmer",worse
8,162,Mir ist schlecht/übel.,I feel sick.
8,162,Herz,heart
8,162,flüstern,whisper
8,162,Anrede für einen Lehrer (GB/USA),Sir
8,162,"ruinieren, verderben, zunichtemachen",ruin
8,162,nan,ChatGPT fragen
