classe,page,de,en
8,167,riechen; duften; Geruch,smell
8,167,Fanatiker/in,fanatic
8,167,eine Reise/einen Ausflug machen,take a trip
8,167,Dampf,steam
8,167,Erdbeere,strawberry
8,167,"überraschend, erstaunlich",surprising
8,167,chinesisch; Chinesisch; Chinese/Chinesin,Chinese
8,167,werden,become – became – become
8,167,Hochzeit,wedding
8,167,peinlich,embarrassing
8,167,traditionell,traditional
8,167,"schreien, brüllen",yell
8,167,Es ist unecht.,It’s fake.
8,167,Prinzessin,princess
8,167,streicheln,stroke
8,167,Nicht-,non-
8,167,erwarten,expect
8,167,als Freunde/Freundinnen,as friends
8,167,jn. auslachen; sich über jn. lustig machen; lachen über jn.,laugh at sb.
8,167,"ich denke, ich glaube, ich nehme an",I suppose
8,167,gegrilltes Fleisch/Gemüse,grilled meat/vegetables
8,167,Schweinefleisch,pork
8,167,nan,ChatGPT fragen
