classe,page,de,en
8,161,(aus)wählen,"choose, chose, chosen"
8,161,Hubschrauber,helicopter
8,161,Pizza,pizza
8,161,Ergebnis,result
8,161,meistens; hauptsächlich,mostly
8,161,"herunterfallen von etwas (Fahrrad, Pferd)",fall off sth.
8,161,von … herunter/hinunter,off
8,161,einladen,invite
8,161,obdachlos,homeless
8,161,sparen,save
8,161,Schülerball,prom (AE)
8,161,trainieren,train
8,161,"sich auf etwas freuen; sich darauf freuen, etwas zu tun",look forward to sth.; look forward to doing sth.
8,161,"Spind, Schließfach",locker
8,161,Urlaub,vacation (AE)
8,161,"sich verirren, sich verlaufen",get lost
8,161,"Bücherei, Bibliothek",library
8,161,Cafeteria; (AE) (Schul-)Mensa,cafeteria (AE)
8,161,Unterricht; (Unterrichts-)Stunde,class
8,161,jm. recht sein,be OK with sb.
8,161,unglaublich,incredible
8,161,Behinderung,disability
8,161,sehbehindert,visually impaired
8,161,"ein paar, einige",a few
8,161,nan,ChatGPT fragen
