classe,page,de,en
Klasse 8 G-Kurs,171,positiv,positive
Klasse 8 G-Kurs,171,"einschließlich, inklusive",including
Klasse 8 G-Kurs,171,"(etwas) schaffen, (es) schaffen (etwas zu tun)",manage (sth. / to do sth.)
Klasse 8 G-Kurs,171,Nummer (Teil z. B. einer Tanz-Aufführung),routine
Klasse 8 G-Kurs,171,marschieren,march
Klasse 8 G-Kurs,171,(Menschen-)Menge,crowd
Klasse 8 G-Kurs,171,"jubeln, (Sportler/innen) anfeuern",cheer
Klasse 8 G-Kurs,171,Verkäufer/in,(shop) assistant
Klasse 8 G-Kurs,171,(an)dauern,last
Klasse 8 G-Kurs,171,sympathisch,likeable
Klasse 8 G-Kurs,171,fleißig,hard-working
Klasse 8 G-Kurs,171,"hilfreich, nützlich; hilfsbereit",helpful
Klasse 8 G-Kurs,171,Vollzeit(-),full-time
Klasse 8 G-Kurs,171,kinderlieb,child-loving
Klasse 8 G-Kurs,171,liebenswert,loveable
Klasse 8 G-Kurs,171,stressig,stressful
Klasse 8 G-Kurs,171,leicht; hell,light
Klasse 8 G-Kurs,171,unvergesslich,unforgettable
Klasse 8 G-Kurs,171,"angenehm, schön",enjoyable
Klasse 8 G-Kurs,171,"Erfahrung, Erlebnis",experience
Klasse 8 G-Kurs,171,lange arbeiten,long work hours
Klasse 8 G-Kurs,171,"Recht, Gesetz",law
Klasse 8 G-Kurs,171,Vorteil (gegenüber),advantage (over)
Klasse 8 G-Kurs,171,am Arbeitsplatz,on the job
Klasse 8 G-Kurs,171,,ChatGPT fragen
