classe,page,de,en
Klasse 8 G-Kurs,162,Tanz(veranstaltung),dance
Klasse 8 G-Kurs,162,Halle; Saal,hall
Klasse 8 G-Kurs,162,Vertrag,contract
Klasse 8 G-Kurs,162,"Kreuzfahrt, Schiffsreise",cruise
Klasse 8 G-Kurs,162,Blume,flower
Klasse 8 G-Kurs,162,"mieten, leihen",rent
Klasse 8 G-Kurs,162,"Straßenkreuzer, Limousine",limo (limousine)
Klasse 8 G-Kurs,162,"ganze(r, s)",whole
Klasse 8 G-Kurs,162,sich betrinken,get drunk
Klasse 8 G-Kurs,162,betrunken sein,be drunk
Klasse 8 G-Kurs,162,unterschreiben,sign
Klasse 8 G-Kurs,162,versprechen,promise
Klasse 8 G-Kurs,162,Alkohol,alcohol
Klasse 8 G-Kurs,162,"Droge, Rauschgift; Arzneimittel",drug
Klasse 8 G-Kurs,162,über / mehr als 300,over 300
Klasse 8 G-Kurs,162,"singen: ich sang, ich habe gesungen",sing: I’ve sung
Klasse 8 G-Kurs,162,Hölle,hell
Klasse 8 G-Kurs,162,"verdammt nervös, furchtbar nervös",nervous as hell
Klasse 8 G-Kurs,162,"schlechter, schlimmer",worse
Klasse 8 G-Kurs,162,Mir ist schlecht/übel.,I feel sick.
Klasse 8 G-Kurs,162,Herz,heart
Klasse 8 G-Kurs,162,flüstern,whisper
Klasse 8 G-Kurs,162,Anrede für einen Lehrer (GB/USA),Sir
Klasse 8 G-Kurs,162,"ruinieren, verderben, zunichtemachen",ruin
Klasse 8 G-Kurs,162,,ChatGPT fragen
