classe,page,de,en
9,166,Hallo. / Servus.,Hello.
9,166,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
9,166,"nett, schön",nice
9,166,kennenlernen; (sich) treffen,(to) meet
9,166,du; dich; dir; ihr; euch; Sie; Ihnen,you
9,166,ich bin,I’m (= I am)
9,166,hungrig,hungry
9,166,vorsichtig,careful
9,166,eine Möwe,a seagull
9,166,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
9,166,"der, die, das",the
9,166,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
9,166,das Jahr; der Jahrgang,year
9,166,alt,old
9,166,Wie alt bist du?,How old are you?
9,166,Wo kommst du her?,Where are you from?
9,166,mögen,(to) like
9,166,der Fußball,football
9,166,du bist; ihr seid; Sie sind,you’re (= you are)
9,166,danke (schön),"thank you, thanks"
9,166,die Farbe,colour
9,166,und,and
9,166,richtig,right
9,166,False,wrong
9,166,Und du? / Was ist mit dir?,What about you?
9,166,die Klasse; der Unterricht; der Kurs,class
9,166,auch,too
9,166,Tschüs.,Bye.
9,166,Auf Wiedersehen. / Servus.,Goodbye.
9,166,der Urlaub; die Ferien,holiday(s)
9,166,auf dem Bild,in the picture
9,166,"die Mama, die Mutti",mum
9,166,"der Papa, der Vati",dad
9,166,Leos Mama/Mutti,Leo’s mum
9,166,das Tier,animal
9,166,das Getränk,drink
9,166,"das Ding, die Sache",thing
9,166,essen; fressen,(to) eat
9,166,Dinge zum Essen,things to eat
9,166,"andere(r, s)",other
9,166,hier; hierher,here
9,166,ich kann … sehen,I can see…
9,166,ich kann … nicht sehen,I can’t (= cannot) see …
9,166,sich erinnern an; daran denken; nicht vergessen,(to) remember
9,166,der Hund,dog
9,166,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
9,166,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
9,166,ich bin nicht …; ich bin kein/e …,I’m not …
9,166,so gut,so good
9,166,über mich/dich/...,about me/you/...
9,166,mein/e,my
9,166,das Lieblingstier,favourite animal
9,166,es ist … / es gibt …,there’s (= there is)
9,166,es sind … / es gibt …,there are
9,166,die Katze,cat
9,166,ein Elefant,an elephant
9,166,das Pferd,horse
9,166,der Löwe,lion
9,166,der Affe,monkey
9,166,der Papagei,parrot
9,166,die Schlange,snake
9,166,"der Fisch, die Fische","fish, pl fish"
9,166,das Hobby,hobby
9,166,der Sport; die Sportart,sport
9,166,(sich etwas) anhören; zuhören,(to) listen (to)
9,166,die Musik,music
9,166,zeichnen,(to) draw
9,166,tanzen,(to) dance
9,166,schwimmen,(to) swim
9,166,das Foto,photo
9,166,Fotos machen,(to) take photos
9,166,"lieben, sehr mögen",(to) love
9,166,Ich mag Fußball nicht. / Ich mag keinen Fußball.,I don’t like football.
9,166,die Gitarre,guitar
9,166,das Fahrrad,bike
9,166,"die (Schirm-)Mütze, die Kappe",cap
9,166,die Kette,chain
9,166,das Buch,book
9,166,"das Handy, das Telefon",phone
9,166,der (Tret-)Roller,scooter
9,166,klein,small
9,166,neu,new
9,166,groß,big
9,166,"dies; diese(r, s)",this
9,166,das Gold; goldfarben,gold
9,166,das Silber; silberfarben,silver
9,166,mit; bei,with
9,166,lesen,(to) read
9,166,"(etwas wohin) tun, legen, stellen, stecken",(to) put
9,166,"der Hut, die Mütze",hat
9,166,singen,(to) sing
