classe,page,de,en
9,172,beeinflussen,influence
9,172,eine/r von drei(en),one in three
9,172,Produkt,product
9,172,wiederholen,repeat
9,172,Leder,leather
9,172,"tragen; befördern, transportieren",carry
9,172,entkommen (vor/aus); fliehen (vor),escape (from)
9,172,Überschrift,heading
9,172,Werbestrategie,advertising strategy
9,172,Gegenteil,opposite
9,172,auf (… hinauf),onto
9,172,virtueller Kampf,virtual combat
9,172,"Gasse, Weg (oft als Teil von Straßennamen)",lane
9,172,(kleinere) Seitenstraße (weitab von der Hauptstraße),backstreet
9,172,Virus,"virus, pl viruses"
9,172,"seltsam, merkwürdig",strange
9,172,,ChatGPT fragen
