classe,page,de,en
9,160,"(das Auto/Steuer) herumreißen, (mit dem Auto) ausweichen",swerve
9,160,tot,dead
9,160,"nicht beachten, ignorieren",ignore
9,160,zeigen (auf),point (at/to)
9,160,(ver)folgen; befolgen,follow
9,160,"irgendein/e/s, jede/r/s beliebige",any
9,160,Motor,engine
9,160,"sein/e, seins (zu „he“)",his
9,160,Wüste,desert
9,160,"Anhalter/in, Tramper/in",hitchhiker
9,160,"dünn, schlank",thin
9,160,schnell,fast
9,160,"Treibstoff, Kraftstoff",fuel
9,160,bestellen,order
9,160,"dick, schwer (Person)",big
9,160,Nagellack,nail polish
9,160,,ChatGPT fragen
