classe,page,de,en
9,162,eifersüchtig (auf); neidisch (auf),jealous (of)
9,162,"das Versenden von SMS; (Nachrichten-, Bild-)Übermittlung",messaging
9,162,Cybermobbing,cyberbullying
9,162,"scheußlich, ätzend, gemein",horrible
9,162,Druck,pressure
9,162,Druck ausüben auf,put pressure on
9,162,"Gruppendruck, Gruppenzwang",peer pressure
9,162,"Gleichaltrige/r, Ebenbürtige/r; jemand aus derselben sozialen Gruppe",peer
9,162,"Ich wollte (ja) nicht blöd aussehen, nicht wahr? / oder?","I didn’t want to look silly, did I?"
9,162,motivieren,motivate
9,162,Ladendiebstahl,shoplifting
9,162,schockiert,shocked
9,162,Schal,"scarf, pl scarves"
9,162,sich schämen (für),be/feel ashamed (of)
9,162,rauchen,smoke
9,162,Zigarette,cigarette
9,162,in etwas übereinstimmen; sich einig sein bei etwas,agree on sth.
9,162,ehrlich,honest
