classe,page,de,en
9,164,"von Bedeutung sein, wichtig sein",matter
9,164,gleich(berechtigt); (jm.) ebenbürtig,equal (to sb.)
9,164,stark sein,stand strong
9,164,vor etwas stehen (Problem); einer Sache ins Auge sehen; sich einer Sache stellen; einer Sache entgegentreten,face sth.
9,164,"Tritt, Stoß, Kick",kick
9,164,(eine Gewohnheit/Handlungsweise) aufgeben; sich befreien von,kick (infml)
9,164,Eintrag (in Wörterbuch/Tagebuch),entry
9,164,"tyrannisieren, mobben",bully (verb)
9,164,"Mobber/in, Tyrann/in",bully (noun)
9,164,stattfinden,take place
9,164,"vornehm, edel, piekfein",posh (infml)
9,164,autistisch,autistic
9,164,sich mit jm. zerstreiten,fall out (with sb.)
9,164,einander; sich (gegenseitig),each other
9,164,Getreide; (Frühstücks-)Flocken,cereal
9,164,wetten,"bet, bet, bet"
9,164,"sich Mühe geben, sich bemühen",make an effort
9,164,reich,rich
9,164,Gefühl,feeling
9,164,(Ferien in der) Mitte des Trimesters (GB),half-term
9,164,,ChatGPT fragen
