classe,page,de,en
9,167,Hallo. / Servus.,Hello.
9,167,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
9,167,"nett, schön",nice
9,167,kennenlernen; (sich) treffen,(to) meet
9,167,du; dich; dir; ihr; euch; Sie; Ihnen,you
9,167,ich bin,I’m (= I am)
9,167,hungrig,hungry
9,167,vorsichtig,careful
9,167,eine Möwe,a seagull
9,167,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
9,167,"der, die, das",the
9,167,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
9,167,das Jahr; der Jahrgang,year
9,167,alt,old
9,167,Wie alt bist du?,How old are you?
9,167,Wo kommst du her?,Where are you from?
9,167,mögen,(to) like
9,167,der Fußball,football
9,167,du bist; ihr seid; Sie sind,you’re (= you are)
9,167,danke (schön),"thank you, thanks"
9,167,die Farbe,colour
9,167,und,and
9,167,richtig,right
9,167,False,wrong
9,167,Und du? / Was ist mit dir?,What about you?
9,167,die Klasse; der Unterricht; der Kurs,class
9,167,auch,too
9,167,Tschüs.,Bye.
9,167,Auf Wiedersehen. / Servus.,Goodbye.
9,167,der Urlaub; die Ferien,holiday(s)
9,167,auf dem Bild,in the picture
9,167,"die Mama, die Mutti",mum
9,167,"der Papa, der Vati",dad
9,167,Leos Mama/Mutti,Leo’s mum
9,167,das Tier,animal
9,167,das Getränk,drink
9,167,"das Ding, die Sache",thing
9,167,essen; fressen,(to) eat
9,167,Dinge zum Essen,things to eat
9,167,"andere(r, s)",other
9,167,hier; hierher,here
9,167,ich kann … sehen,I can see…
9,167,ich kann … nicht sehen,I can’t (= cannot) see …
9,167,sich erinnern an; daran denken; nicht vergessen,(to) remember
9,167,der Hund,dog
9,167,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
9,167,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
9,167,ich bin nicht …; ich bin kein/e …,I’m not …
9,167,so gut,so good
9,167,über mich/dich/...,about me/you/...
9,167,mein/e,my
9,167,das Lieblingstier,favourite animal
9,167,es ist … / es gibt …,there’s (= there is)
9,167,es sind … / es gibt …,there are
9,167,die Katze,cat
9,167,ein Elefant,an elephant
9,167,das Pferd,horse
9,167,der Löwe,lion
9,167,der Affe,monkey
9,167,der Papagei,parrot
9,167,die Schlange,snake
9,167,"der Fisch, die Fische","fish, pl fish"
9,167,das Hobby,hobby
9,167,der Sport; die Sportart,sport
9,167,(sich etwas) anhören; zuhören,(to) listen (to)
9,167,die Musik,music
9,167,zeichnen,(to) draw
9,167,tanzen,(to) dance
9,167,schwimmen,(to) swim
9,167,das Foto,photo
9,167,Fotos machen,(to) take photos
9,167,"lieben, sehr mögen",(to) love
9,167,Ich mag Fußball nicht. / Ich mag keinen Fußball.,I don’t like football.
9,167,die Gitarre,guitar
9,167,das Fahrrad,bike
9,167,"die (Schirm-)Mütze, die Kappe",cap
9,167,die Kette,chain
9,167,das Buch,book
9,167,"das Handy, das Telefon",phone
9,167,der (Tret-)Roller,scooter
9,167,klein,small
9,167,neu,new
9,167,groß,big
9,167,"dies; diese(r, s)",this
9,167,das Gold; goldfarben,gold
9,167,das Silber; silberfarben,silver
9,167,mit; bei,with
9,167,lesen,(to) read
9,167,"(etwas wohin) tun, legen, stellen, stecken",(to) put
9,167,"der Hut, die Mütze",hat
9,167,singen,(to) sing
9,167,Tut mir leid. / Entschuldigung.,Sorry. / I’m sorry.
9,167,das (dort),that
9,167,"fertig, bereit",ready
9,167,für,for
9,167,die Schule,school
9,167,bitte,please
9,167,"ruhig, still, leise",quiet
9,167,aufstehen,(to) stand up
9,167,sich hinsetzen,(to) sit down
9,167,jn. anschauen; sich etwas anschauen,(to) look at sb./sth.
9,167,öffnen; aufschlagen (Buch),(to) open
9,167,die Hand / die Hände hochstrecken,(to) put your hand(s) up
9,167,programmieren (Computer); kodieren,(to) code
9,167,das Programmieren,coding
9,167,der Code; die Vorwahl(nummer),code (noun)
9,167,"(zu Fuß) gehen, wandern",(to) walk
9,167,das Wandern,walking
9,167,der Spaziergang,walk (noun)
9,167,kochen,(to) cook
9,167,"der Schüler, die Schülerin; der Student, die Studentin",student
9,167,an; in; bei; auf,at
9,167,aber,but
9,167,die Zeit; die Uhrzeit,time
9,167,"der Freund, die Freundin",friend
9,167,... sind Freunde/Freundinnen.,... are friends.
9,167,"beschäftigt sein, (viel) zu tun haben",(to) be busy
9,167,müde,tired
9,167,die Krawatte,tie
9,167,Angst haben (vor),(to) be scared (of)
9,167,von,of
9,167,die (Schul-)Uniform,(school) uniform
9,167,gleich; derselbe/dieselbe/dasselbe/dieselben,the same
9,167,wissen; kennen,(to) know
9,167,britisch,British
9,167,haben,(to) have
9,167,oft,often
9,167,großartig; toll,great
9,167,schrecklich,horrible
9,167,der Klebestift,glue stick
9,167,das Federmäppchen,pencil case
9,167,"der Kugelschreiber, der Stift; der Füller",pen
9,167,das Radiergummi,rubber
9,167,der Bleistift(an)spitzer,pencil sharpener
9,167,"das Schulheft, das Übungsheft",exercise book
9,167,Englisch; englisch,English
9,167,der Apfel,apple
9,167,das Lineal,ruler
9,167,der Schreibtisch,desk
9,167,verschieden; anders (als),different (to)
9,167,Herr Lee,Mr Lee
9,167,"der Lehrer, die Lehrerin",teacher
9,167,Ich habe mich verspätet.,I’m late.
9,167,Verspäte dich nicht.,Don’t be late.
9,167,"wieder, noch einmal",again
9,167,das Fenster,window
9,167,ja,yes
9,167,gehen; fahren,(to) go
9,167,"zu, nach",to
9,167,die Toilette,toilet
9,167,"nun, jetzt",now
9,167,(mit)nehmen; bringen,(to) take
9,167,sagen,(to) say
9,167,"sprechen, reden (mit)",(to) talk (to)
9,167,Lass uns … / Lasst uns …,"Let’s …, Let us …"
9,167,uns,us
9,167,"beginnen, anfangen (mit)",(to) start
9,167,"erste(r, s)",first
9,167,die weiterführende Schule,secondary school
9,167,im Unterricht,in class
9,167,Welche Seite …?,What page …?
9,167,die (Buch-/Heft-)Seite,page (p.)
9,167,verstehen,(to) understand
9,167,helfen,(to) help
9,167,die Frage,question
9,167,die Antwort,answer
9,167,die Antwort auf die Frage,the answer to the question
9,167,"benutzen, verwenden",(to) use
9,167,"Bitte schön. / Hier, bitte.",Here you are.
9,167,"Bitte, gern geschehen. / Nichts zu danken.",You’re welcome.
9,167,fragen,(to) ask
9,167,das Klassenzimmer,classroom
9,167,der Stundenplan,timetable
9,167,die (Unterrichts-)Stunde,lesson
9,167,sie sind,they’re (= they are)
9,167,sie sind nicht,they aren’t
9,167,"der Raum, das Zimmer",room
9,167,schlafen,(to) be asleep
9,167,er ist,he’s (= he is)
9,167,er ist nicht,he isn’t (= he is not)
9,167,"denken, meinen, glauben",(to) think
9,167,Recht haben,(to) be right
9,167,wir sind,we’re (= we are)
9,167,alle(s),all
9,167,die Pause,break
9,167,bald,soon
9,167,die Minute,minute
9,167,sie ist,she’s (= she is)
9,167,"die Leute, die Menschen",people (pl)
9,167,nach der ersten Unterrichtsstunde / nach der Schule,after lesson 1 / after school
9,167,das Mädchen,girl
9,167,der Junge,boy
9,167,"die Nachricht, die Mitteilung",message
9,167,Glück haben,(to) be lucky
9,167,Bis dann. / Tschüs.,See you.
9,167,der Tag,day
9,167,die Woche,week
9,167,am Montag,on Monday
9,167,das (Schul-)Fach,subject
9,167,die Schulversammlung,assembly
9,167,die Geschichte (vergangene Zeiten),history
9,167,"die Geografie, die Erdkunde",geography
9,167,das Mittagessen,lunch
9,167,die Mathe(matik),maths
9,167,die Naturwissenschaft,science
9,167,Französisch; französisch,French
