classe,page,de,en
9,158,australische/r Ureinwohner/in,Aboriginal Australian
9,158,das Hinterland Australiens,the outback
9,158,Weihnachten,Christmas
9,158,Klima,climate
9,158,Jahreszeit; Saison,season
9,158,während,while
9,158,"zum Schluss, schließlich, endlich",finally
9,158,Campingplatz,campground (AE)
9,158,"leiden (an), erleiden",suffer (from)
9,158,Durst haben/bekommen,be/get thirsty
9,158,Organisation,organization
9,158,Rat; Ratschläge,advice
9,158,obwohl,although (though)
9,158,Prüfung,exam
9,158,"der, die, das; die (Relativpronomen)",which
9,158,"Stätte, Stelle, Ort",site
9,158,"nächste(r, s), nächstgelegene(r, s)",nearest
9,158,"Arzthelfer/in, (Kranken-)Pfleger/in",nurse
9,158,,ChatGPT fragen
