classe,page,de,en
9,163,"außer, bis auf",except (for)
9,163,Hals,neck
9,163,Reaktion (auf),reaction (to)
9,163,denken an; sich (etwas) ausdenken,think of
9,163,Angst haben (vor),be/feel frightened (of)
9,163,(über etwas) berichten,report (on sth.)
9,163,"Megan will, dass Ava ihr hilft.",Megan wants Ava to help her.
9,163,Schlüsselwort,keyword
9,163,(jm.) etwas vorschlagen,suggest sth. (to sb.)
9,163,jm. danken; sich bei jm. (für etwas) bedanken,thank sb. (for sth.)
9,163,Experiment,experiment
9,163,frustrierend,frustrating
9,163,am wenigsten,least
9,163,Rassismus,racism
9,163,rassistisch; Rassist/in,racist
9,163,"Herkunft, Ursprung",origin
9,163,jn. beschimpfen,call sb. names
9,163,Sicherheitsbedienstete/r,security guard
9,163,Gesellschaft,society
9,163,"Vorurteil, Voreingenommenheit",prejudice
9,163,Kampagne,campaign
9,163,,ChatGPT fragen
