classe,page,de,en
9,169,Hallo. / Servus.,Hello.
9,169,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
9,169,"nett, schön",nice
9,169,kennenlernen; (sich) treffen,(to) meet
9,169,du; dich; dir; ihr; euch; Sie; Ihnen,you
9,169,ich bin,I’m (= I am)
9,169,hungrig,hungry
9,169,vorsichtig,careful
9,169,eine Möwe,a seagull
9,169,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
9,169,"der, die, das",the
9,169,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
9,169,das Jahr; der Jahrgang,year
9,169,alt,old
9,169,Wie alt bist du?,How old are you?
9,169,Wo kommst du her?,Where are you from?
9,169,mögen,(to) like
9,169,der Fußball,football
9,169,du bist; ihr seid; Sie sind,you’re (= you are)
9,169,danke (schön),"thank you, thanks"
9,169,die Farbe,colour
9,169,und,and
9,169,richtig,right
9,169,False,wrong
9,169,Und du? / Was ist mit dir?,What about you?
9,169,die Klasse; der Unterricht; der Kurs,class
9,169,auch,too
9,169,Tschüs.,Bye.
9,169,Auf Wiedersehen. / Servus.,Goodbye.
9,169,der Urlaub; die Ferien,holiday(s)
9,169,auf dem Bild,in the picture
9,169,"die Mama, die Mutti",mum
9,169,"der Papa, der Vati",dad
9,169,Leos Mama/Mutti,Leo’s mum
9,169,das Tier,animal
9,169,das Getränk,drink
9,169,"das Ding, die Sache",thing
9,169,essen; fressen,(to) eat
9,169,Dinge zum Essen,things to eat
9,169,"andere(r, s)",other
9,169,hier; hierher,here
9,169,ich kann … sehen,I can see…
9,169,ich kann … nicht sehen,I can’t (= cannot) see …
9,169,sich erinnern an; daran denken; nicht vergessen,(to) remember
9,169,der Hund,dog
9,169,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
9,169,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
9,169,ich bin nicht …; ich bin kein/e …,I’m not …
9,169,so gut,so good
9,169,über mich/dich/...,about me/you/...
9,169,mein/e,my
9,169,das Lieblingstier,favourite animal
9,169,es ist … / es gibt …,there’s (= there is)
9,169,es sind … / es gibt …,there are
9,169,die Katze,cat
9,169,ein Elefant,an elephant
9,169,das Pferd,horse
9,169,der Löwe,lion
9,169,der Affe,monkey
9,169,der Papagei,parrot
9,169,die Schlange,snake
9,169,"der Fisch, die Fische","fish, pl fish"
9,169,das Hobby,hobby
9,169,der Sport; die Sportart,sport
9,169,(sich etwas) anhören; zuhören,(to) listen (to)
9,169,die Musik,music
9,169,zeichnen,(to) draw
9,169,tanzen,(to) dance
9,169,schwimmen,(to) swim
9,169,das Foto,photo
9,169,Fotos machen,(to) take photos
9,169,"lieben, sehr mögen",(to) love
9,169,Ich mag Fußball nicht. / Ich mag keinen Fußball.,I don’t like football.
9,169,die Gitarre,guitar
9,169,das Fahrrad,bike
9,169,"die (Schirm-)Mütze, die Kappe",cap
9,169,die Kette,chain
9,169,das Buch,book
9,169,"das Handy, das Telefon",phone
9,169,der (Tret-)Roller,scooter
9,169,klein,small
9,169,neu,new
9,169,groß,big
9,169,"dies; diese(r, s)",this
9,169,das Gold; goldfarben,gold
9,169,das Silber; silberfarben,silver
9,169,mit; bei,with
9,169,lesen,(to) read
9,169,"(etwas wohin) tun, legen, stellen, stecken",(to) put
9,169,"der Hut, die Mütze",hat
9,169,singen,(to) sing
9,169,Tut mir leid. / Entschuldigung.,Sorry. / I’m sorry.
9,169,das (dort),that
9,169,"fertig, bereit",ready
9,169,für,for
9,169,die Schule,school
9,169,bitte,please
9,169,"ruhig, still, leise",quiet
9,169,aufstehen,(to) stand up
9,169,sich hinsetzen,(to) sit down
9,169,jn. anschauen; sich etwas anschauen,(to) look at sb./sth.
9,169,öffnen; aufschlagen (Buch),(to) open
9,169,die Hand / die Hände hochstrecken,(to) put your hand(s) up
9,169,programmieren (Computer); kodieren,(to) code
9,169,das Programmieren,coding
9,169,der Code; die Vorwahl(nummer),code (noun)
