classe,page,de,en
9,168,Hallo. / Servus.,Hello.
9,168,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
9,168,"nett, schön",nice
9,168,kennenlernen; (sich) treffen,(to) meet
9,168,du; dich; dir; ihr; euch; Sie; Ihnen,you
9,168,ich bin,I’m (= I am)
9,168,hungrig,hungry
9,168,vorsichtig,careful
9,168,eine Möwe,a seagull
9,168,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
9,168,"der, die, das",the
9,168,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
9,168,das Jahr; der Jahrgang,year
9,168,alt,old
9,168,Wie alt bist du?,How old are you?
9,168,Wo kommst du her?,Where are you from?
9,168,mögen,(to) like
9,168,der Fußball,football
9,168,du bist; ihr seid; Sie sind,you’re (= you are)
9,168,danke (schön),"thank you, thanks"
9,168,die Farbe,colour
9,168,und,and
9,168,richtig,right
9,168,False,wrong
9,168,Und du? / Was ist mit dir?,What about you?
9,168,die Klasse; der Unterricht; der Kurs,class
9,168,auch,too
9,168,Tschüs.,Bye.
9,168,Auf Wiedersehen. / Servus.,Goodbye.
9,168,der Urlaub; die Ferien,holiday(s)
9,168,auf dem Bild,in the picture
9,168,"die Mama, die Mutti",mum
9,168,"der Papa, der Vati",dad
9,168,Leos Mama/Mutti,Leo’s mum
9,168,das Tier,animal
9,168,das Getränk,drink
9,168,"das Ding, die Sache",thing
9,168,essen; fressen,(to) eat
9,168,Dinge zum Essen,things to eat
9,168,"andere(r, s)",other
9,168,hier; hierher,here
9,168,ich kann … sehen,I can see…
9,168,ich kann … nicht sehen,I can’t (= cannot) see …
9,168,sich erinnern an; daran denken; nicht vergessen,(to) remember
9,168,der Hund,dog
9,168,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
9,168,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
9,168,ich bin nicht …; ich bin kein/e …,I’m not …
9,168,so gut,so good
9,168,über mich/dich/...,about me/you/...
9,168,mein/e,my
9,168,das Lieblingstier,favourite animal
9,168,es ist … / es gibt …,there’s (= there is)
9,168,es sind … / es gibt …,there are
9,168,die Katze,cat
9,168,ein Elefant,an elephant
9,168,das Pferd,horse
9,168,der Löwe,lion
9,168,der Affe,monkey
9,168,der Papagei,parrot
9,168,die Schlange,snake
9,168,"der Fisch, die Fische","fish, pl fish"
9,168,das Hobby,hobby
9,168,der Sport; die Sportart,sport
9,168,(sich etwas) anhören; zuhören,(to) listen (to)
9,168,die Musik,music
9,168,zeichnen,(to) draw
9,168,tanzen,(to) dance
9,168,schwimmen,(to) swim
9,168,das Foto,photo
9,168,Fotos machen,(to) take photos
9,168,"lieben, sehr mögen",(to) love
9,168,Ich mag Fußball nicht. / Ich mag keinen Fußball.,I don’t like football.
9,168,die Gitarre,guitar
9,168,das Fahrrad,bike
9,168,"die (Schirm-)Mütze, die Kappe",cap
9,168,die Kette,chain
9,168,das Buch,book
9,168,"das Handy, das Telefon",phone
9,168,der (Tret-)Roller,scooter
9,168,klein,small
9,168,neu,new
9,168,groß,big
9,168,"dies; diese(r, s)",this
9,168,das Gold; goldfarben,gold
