classe,page,de,en
9,175,Hallo. / Servus.,Hello.
9,175,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
9,175,"nett, schön",nice
9,175,kennenlernen; (sich) treffen,(to) meet
9,175,du; dich; dir; ihr; euch; Sie; Ihnen,you
9,175,ich bin,I’m (= I am)
9,175,hungrig,hungry
9,175,vorsichtig,careful
9,175,eine Möwe,a seagull
9,175,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
9,175,"der, die, das",the
9,175,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
9,175,das Jahr; der Jahrgang,year
9,175,alt,old
9,175,Wie alt bist du?,How old are you?
9,175,Wo kommst du her?,Where are you from?
9,175,mögen,(to) like
9,175,der Fußball,football
9,175,du bist; ihr seid; Sie sind,you’re (= you are)
9,175,danke (schön),"thank you, thanks"
9,175,die Farbe,colour
9,175,und,and
9,175,richtig,right
9,175,False,wrong
9,175,Und du? / Was ist mit dir?,What about you?
9,175,die Klasse; der Unterricht; der Kurs,class
9,175,auch,too
9,175,Tschüs.,Bye.
9,175,Auf Wiedersehen. / Servus.,Goodbye.
9,175,der Urlaub; die Ferien,holiday(s)
9,175,auf dem Bild,in the picture
9,175,"die Mama, die Mutti",mum
9,175,"der Papa, der Vati",dad
9,175,Leos Mama/Mutti,Leo’s mum
9,175,das Tier,animal
9,175,das Getränk,drink
9,175,"das Ding, die Sache",thing
9,175,essen; fressen,(to) eat
9,175,Dinge zum Essen,things to eat
9,175,"andere(r, s)",other
9,175,hier; hierher,here
9,175,ich kann … sehen,I can see…
9,175,ich kann … nicht sehen,I can’t (= cannot) see …
9,175,sich erinnern an; daran denken; nicht vergessen,(to) remember
9,175,der Hund,dog
9,175,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
9,175,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
9,175,ich bin nicht …; ich bin kein/e …,I’m not …
9,175,so gut,so good
9,175,über mich/dich/...,about me/you/...
9,175,mein/e,my
9,175,das Lieblingstier,favourite animal
9,175,es ist … / es gibt …,there’s (= there is)
9,175,es sind … / es gibt …,there are
9,175,die Katze,cat
9,175,ein Elefant,an elephant
9,175,das Pferd,horse
9,175,der Löwe,lion
9,175,der Affe,monkey
9,175,der Papagei,parrot
9,175,die Schlange,snake
9,175,"der Fisch, die Fische","fish, pl fish"
9,175,das Hobby,hobby
9,175,der Sport; die Sportart,sport
9,175,(sich etwas) anhören; zuhören,(to) listen (to)
9,175,die Musik,music
9,175,zeichnen,(to) draw
9,175,tanzen,(to) dance
9,175,schwimmen,(to) swim
9,175,das Foto,photo
9,175,Fotos machen,(to) take photos
9,175,"lieben, sehr mögen",(to) love
9,175,Ich mag Fußball nicht. / Ich mag keinen Fußball.,I don’t like football.
9,175,die Gitarre,guitar
9,175,das Fahrrad,bike
9,175,"die (Schirm-)Mütze, die Kappe",cap
9,175,die Kette,chain
9,175,das Buch,book
9,175,"das Handy, das Telefon",phone
9,175,der (Tret-)Roller,scooter
9,175,klein,small
9,175,neu,new
9,175,groß,big
9,175,"dies; diese(r, s)",this
9,175,das Gold; goldfarben,gold
9,175,das Silber; silberfarben,silver
9,175,mit; bei,with
