classe,page,de,en
9,170,Hallo. / Servus.,Hello.
9,170,"Freut mich, dich/euch/Sie kennenzulernen.",Nice to meet you.
9,170,"nett, schön",nice
9,170,kennenlernen; (sich) treffen,(to) meet
9,170,du; dich; dir; ihr; euch; Sie; Ihnen,you
9,170,ich bin,I’m (= I am)
9,170,hungrig,hungry
9,170,vorsichtig,careful
9,170,eine Möwe,a seagull
9,170,es ist (bei Sachen und Tieren auch: er ist; sie ist),it’s (= it is)
9,170,"der, die, das",the
9,170,Wie heißt du? (wörtlich: Was ist dein Name?),What’s your name?
9,170,das Jahr; der Jahrgang,year
9,170,alt,old
9,170,Wie alt bist du?,How old are you?
9,170,Wo kommst du her?,Where are you from?
9,170,mögen,(to) like
9,170,der Fußball,football
9,170,du bist; ihr seid; Sie sind,you’re (= you are)
9,170,danke (schön),"thank you, thanks"
9,170,die Farbe,colour
9,170,und,and
9,170,richtig,right
9,170,False,wrong
9,170,Und du? / Was ist mit dir?,What about you?
9,170,die Klasse; der Unterricht; der Kurs,class
9,170,auch,too
9,170,Tschüs.,Bye.
9,170,Auf Wiedersehen. / Servus.,Goodbye.
9,170,der Urlaub; die Ferien,holiday(s)
9,170,auf dem Bild,in the picture
9,170,"die Mama, die Mutti",mum
9,170,"der Papa, der Vati",dad
9,170,Leos Mama/Mutti,Leo’s mum
9,170,das Tier,animal
9,170,das Getränk,drink
9,170,"das Ding, die Sache",thing
9,170,essen; fressen,(to) eat
9,170,Dinge zum Essen,things to eat
9,170,"andere(r, s)",other
9,170,hier; hierher,here
9,170,ich kann … sehen,I can see…
9,170,ich kann … nicht sehen,I can’t (= cannot) see …
9,170,sich erinnern an; daran denken; nicht vergessen,(to) remember
9,170,der Hund,dog
9,170,Wie geht’s? / Wie geht es dir/euch/Ihnen?,How are you?
9,170,Mir/Leo geht es gut.,I’m fine. / Leo is fine.
9,170,ich bin nicht …; ich bin kein/e …,I’m not …
9,170,so gut,so good
9,170,über mich/dich/...,about me/you/...
9,170,mein/e,my
9,170,das Lieblingstier,favourite animal
9,170,es ist … / es gibt …,there’s (= there is)
9,170,es sind … / es gibt …,there are
9,170,die Katze,cat
9,170,ein Elefant,an elephant
9,170,das Pferd,horse
9,170,der Löwe,lion
9,170,der Affe,monkey
9,170,der Papagei,parrot
9,170,die Schlange,snake
9,170,"der Fisch, die Fische","fish, pl fish"
9,170,das Hobby,hobby
9,170,der Sport; die Sportart,sport
9,170,(sich etwas) anhören; zuhören,(to) listen (to)
9,170,die Musik,music
9,170,zeichnen,(to) draw
9,170,tanzen,(to) dance
9,170,schwimmen,(to) swim
9,170,das Foto,photo
9,170,Fotos machen,(to) take photos
9,170,"lieben, sehr mögen",(to) love
9,170,Ich mag Fußball nicht. / Ich mag keinen Fußball.,I don’t like football.
9,170,die Gitarre,guitar
9,170,das Fahrrad,bike
9,170,"die (Schirm-)Mütze, die Kappe",cap
9,170,die Kette,chain
9,170,das Buch,book
9,170,"das Handy, das Telefon",phone
9,170,der (Tret-)Roller,scooter
9,170,klein,small
9,170,neu,new
9,170,groß,big
9,170,"dies; diese(r, s)",this
9,170,das Gold; goldfarben,gold
9,170,das Silber; silberfarben,silver
9,170,mit; bei,with
9,170,lesen,(to) read
9,170,"(etwas wohin) tun, legen, stellen, stecken",(to) put
9,170,"der Hut, die Mütze",hat
9,170,singen,(to) sing
9,170,Tut mir leid. / Entschuldigung.,Sorry. / I’m sorry.
9,170,das (dort),that
9,170,"fertig, bereit",ready
9,170,für,for
9,170,die Schule,school
9,170,bitte,please
9,170,"ruhig, still, leise",quiet
9,170,aufstehen,(to) stand up
9,170,sich hinsetzen,(to) sit down
9,170,jn. anschauen; sich etwas anschauen,(to) look at sb./sth.
9,170,öffnen; aufschlagen (Buch),(to) open
9,170,die Hand / die Hände hochstrecken,(to) put your hand(s) up
9,170,programmieren (Computer); kodieren,(to) code
9,170,das Programmieren,coding
9,170,der Code; die Vorwahl(nummer),code (noun)
9,170,"(zu Fuß) gehen, wandern",(to) walk
9,170,das Wandern,walking
9,170,der Spaziergang,walk (noun)
9,170,kochen,(to) cook
9,170,"der Schüler, die Schülerin; der Student, die Studentin",student
9,170,an; in; bei; auf,at
9,170,aber,but
9,170,die Zeit; die Uhrzeit,time
9,170,"der Freund, die Freundin",friend
9,170,... sind Freunde/Freundinnen.,... are friends.
9,170,"beschäftigt sein, (viel) zu tun haben",(to) be busy
9,170,müde,tired
9,170,die Krawatte,tie
9,170,Angst haben (vor),(to) be scared (of)
9,170,von,of
9,170,die (Schul-)Uniform,(school) uniform
9,170,gleich; derselbe/dieselbe/dasselbe/dieselben,the same
9,170,wissen; kennen,(to) know
9,170,britisch,British
9,170,haben,(to) have
9,170,oft,often
9,170,großartig; toll,great
9,170,schrecklich,horrible
9,170,der Klebestift,glue stick
9,170,das Federmäppchen,pencil case
9,170,"der Kugelschreiber, der Stift; der Füller",pen
9,170,das Radiergummi,rubber
9,170,der Bleistift(an)spitzer,pencil sharpener
9,170,"das Schulheft, das Übungsheft",exercise book
9,170,Englisch; englisch,English
9,170,der Apfel,apple
9,170,das Lineal,ruler
9,170,der Schreibtisch,desk
9,170,verschieden; anders (als),different (to)
9,170,Herr Lee,Mr Lee
9,170,"der Lehrer, die Lehrerin",teacher
9,170,Ich habe mich verspätet.,I’m late.
9,170,Verspäte dich nicht.,Don’t be late.
9,170,"wieder, noch einmal",again
9,170,das Fenster,window
9,170,ja,yes
9,170,gehen; fahren,(to) go
9,170,"zu, nach",to
