classe,page,de,en
Klasse 5 G-Kurs,246,Liebe/r …,Dear …
Klasse 5 G-Kurs,246,das Beispiel,example
Klasse 5 G-Kurs,246,"der Titel, die Überschrift",title
Klasse 5 G-Kurs,246,"der Ausdruck, die (Rede-)Wendung",phrase
Klasse 5 G-Kurs,246,Habt ihr / Hast du (irgendwelche) Fragen?,Do you have any questions?
Klasse 5 G-Kurs,246,"fortfahren, weitermachen; (sich) fortsetzen, weitergehen",(to) continue
Klasse 5 G-Kurs,246,der Zoo,zoo
Klasse 5 G-Kurs,246,(mit dem Fahrrad) fahren,(to) ride (a bike)
Klasse 5 G-Kurs,246,Spaß machen; lustig sein,(to) be fun
Klasse 5 G-Kurs,246,das Thema,topic
Klasse 5 G-Kurs,246,genießen,(to) enjoy
Klasse 5 G-Kurs,246,"die Nachspeise, das Dessert",dessert
Klasse 5 G-Kurs,246,der Geburtstag,birthday
Klasse 5 G-Kurs,246,Herzlichen Glückwunsch zum Geburtstag.,Happy birthday!
Klasse 5 G-Kurs,246,Wann hast du Geburtstag?,When’s your birthday?
Klasse 5 G-Kurs,246,an meinem Geburtstag,on my birthday
Klasse 5 G-Kurs,246,(das) Weihnachten,Christmas
Klasse 5 G-Kurs,246,das Obst,fruit
Klasse 5 G-Kurs,246,das Gelee; der Wackelpudding,jelly
Klasse 5 G-Kurs,246,,ChatGPT fragen
